O O O O O O O O O O O O	of 40 Gy to point A given in 1 to 2 fractions
O O O O O O O O O O O O O O O O O O O O O O	for a total dose of 81 Gy to point A with cesium-137 , with 30 to 35 Gy delivered to point A
O O O O O O O O O O O O	30 Gy to point A for a total dose of 75 Gy
O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( of 40 Gy to point A given in 1 to 2 fractions
O O O O O O O O O O O O O O O O O O O O O O	for a total dose of 81 Gy to point A with cesium-137 , with 30 to 35 Gy delivered to point A
O O O O O O O O O O O O	30 Gy to point A for a total dose of 75 Gy
O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( of 40 Gy to point A given in 1 to 2 fractions
O O O O O O O O O O O O O O O O O O O O O O	for a total dose of 81 Gy to point A with cesium-137 , with 30 to 35 Gy delivered to point A
O O O O O O O O O O O O	30 Gy to point A for a total dose of 75 Gy
O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4 Gy of 40 Gy to point A given in 1 to 2 fractions
O O O O O O O O O O O O O O O O O O O O O O	for a total dose of 81 Gy to point A with cesium-137 , with 30 to 35 Gy delivered to point A
O O O O O O O O O O O O	30 Gy to point A for a total dose of 75 Gy
O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( of 40 Gy to point A given in 1 to 2 fractions
O O O O O O O O O O O O O O O O O O O O O O	for a total dose of 81 Gy to point A with cesium-137 , with 30 to 35 Gy delivered to point A
O O O O O O O O O O O O	30 Gy to point A for a total dose of 75 Gy
O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 of 40 Gy to point A given in 1 to 2 fractions
O O O O O O O O O O O O O O O O O O O O O O	for a total dose of 81 Gy to point A with cesium-137 , with 30 to 35 Gy delivered to point A
O O O O O O O O O O O O	30 Gy to point A for a total dose of 75 Gy
O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( to 2 fractions
O O O O O O O O O O O O O O O O O O O O O O	for a total dose of 81 Gy to point A with cesium-137 , with 30 to 35 Gy delivered to point A
O O O O O O O O O O O O	30 Gy to point A for a total dose of 75 Gy
O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4 Gy total ) boost to the tumor bed total dose of 81 Gy to point A with cesium-137 , with 30 to 35 Gy delivered to point A
O O O O O O O O O O O O	30 Gy to point A for a total dose of 75 Gy
O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4 Gy total ) boost to the tumor bed and adjacent lymph nodes , and Gy to point A with cesium-137 , with 30 to 35 Gy delivered to point A
O O O O O O O O O O O O	30 Gy to point A for a total dose of 75 Gy
O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4 Gy total ) boost to the tumor bed and adjacent lymph nodes , and then optionally a 1.8 35 Gy delivered to point A
O O O O O O O O O O O O	30 Gy to point A for a total dose of 75 Gy
O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4 Gy total ) boost to the tumor bed and adjacent lymph nodes , and then optionally a 1.8 Gy x 2 fraction ( 3.6 Gy total ) boost A for a total dose of 75 Gy
O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4 Gy total ) boost to the tumor bed and adjacent lymph nodes , and then optionally a 1.8 Gy x 2 fraction ( 3.6 Gy total ) boost to the tumor bed and a 2 cm margin if the small
O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4 Gy total ) boost to the tumor bed and adjacent lymph nodes , and then optionally a 1.8 Gy x 2 fraction ( 3.6 Gy total ) boost to the tumor bed and a 2 cm margin if the small bowel could be avoided
O O O O O O O O O O O O	1.80 Gy fractions , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4 Gy total ) boost to the tumor bed and adjacent lymph nodes , and then optionally a 1.8 Gy x 2 fraction ( 3.6 Gy total ) boost to the tumor bed and a 2 cm margin if the small bowel could be avoided
O O O O O O O O O O O O O O O O	1.80 Gy for 25 fractions ( 45 Gy Gy is limited to the tumor bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4 Gy total ) boost to the tumor bed and adjacent lymph nodes , and then optionally a 1.8 Gy x 2 fraction ( 3.6 Gy total ) boost to the tumor bed and a 2 cm margin if the small bowel could be avoided
O O O O O O O O O O O B-Boost O O O	1.80 Gy for 25 fractions ( 45 Gy ) , with boost depending on stage
O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions given 5 days per bed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O	1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4 Gy total ) boost to the tumor bed and adjacent lymph nodes , and then optionally a 1.8 Gy x 2 fraction ( 3.6 Gy total ) boost to the tumor bed and a 2 cm margin if the small bowel could be avoided
O O O O O O O O O O O B-Boost O O O	1.80 Gy for 25 fractions ( 45 Gy ) , with boost depending on stage
O O O O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions given 5 days per week , for a total dose 1.8 Gy x 3 fraction ( 5.4 Gy total ) boost to the tumor bed and adjacent lymph nodes , and then optionally a 1.8 Gy x 2 fraction ( 3.6 Gy total ) boost to the tumor bed and a 2 cm margin if the small bowel could be avoided
O O O O O O O O O O O B-Boost O O O	1.80 Gy for 25 fractions ( 45 Gy ) , with boost depending on stage
O O O O O O O O O O O O O O O O O O O O	1.8 Gy fractions x 28 fractions given 5 days per week , for a total dose of 50.4 Gy .
O O O O O O O O O O O O O O O	The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed .
O O O O B-Boost O O O O O O O O O O O O O O O O O O O O O O O B-Boost O O O O O O O O O O O O O O O O	172 Gy total ) boost to the tumor bed and adjacent lymph nodes , and then optionally a 1.8 Gy x 2 fraction ( 3.6 Gy total ) boost to the tumor bed and a 2 cm margin if the small bowel could be avoided
O O O O O O O O O O O B-Boost O O O	1.80 Gy for 25 fractions ( 45 Gy ) , with boost depending on stage
