DOSE-SITE	of <RT_DOSE-START> 40 Gy <RT_DOSE-END> to <Anatomical_site-START> point A <Anatomical_site-END> given in 1 to 2 fractions for a total dose of 81 Gy to point A with cesium-137 , with 30 to 35 Gy delivered to point A 30 Gy to point A for a total dose of 75 Gy 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy . The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed . 1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4
None	of <RT_DOSE-START> 40 Gy <RT_DOSE-END> to point A given in 1 to 2 fractions for a total dose of 81 Gy to <Anatomical_site-START> point A <Anatomical_site-END> with cesium-137 , with 30 to 35 Gy delivered to point A 30 Gy to point A for a total dose of 75 Gy 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy . The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed . 1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4
None	of <RT_DOSE-START> 40 Gy <RT_DOSE-END> to point A given in 1 to 2 fractions for a total dose of 81 Gy to point A with cesium-137 , with 30 to 35 Gy delivered to <Anatomical_site-START> point A <Anatomical_site-END> 30 Gy to point A for a total dose of 75 Gy 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy . The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed . 1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4
None	of <RT_DOSE-START> 40 Gy <RT_DOSE-END> to point A given in 1 to 2 fractions for a total dose of 81 Gy to point A with cesium-137 , with 30 to 35 Gy delivered to point A 30 Gy to <Anatomical_site-START> point A <Anatomical_site-END> for a total dose of 75 Gy 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy . The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed . 1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4
None	of <RT_DOSE-START> 40 Gy <RT_DOSE-END> to point A given in 1 to 2 fractions for a total dose of 81 Gy to point A with cesium-137 , with 30 to 35 Gy delivered to point A 30 Gy to point A for a total dose of 75 Gy 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy . The last 5.4 Gy of the 50.4 Gy is limited to the <Anatomical_site-START> tumor bed <Anatomical_site-END> . 1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4
None	of 40 Gy to <Anatomical_site-START> point A <Anatomical_site-END> given in 1 to 2 fractions for a total dose of <RT_DOSE-START> 81 Gy <RT_DOSE-END> to point A with cesium-137 , with 30 to 35 Gy delivered to point A 30 Gy to point A for a total dose of 75 Gy 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy . The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed . 1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4
DOSE-SITE	of 40 Gy to point A given in 1 to 2 fractions for a total dose of <RT_DOSE-START> 81 Gy <RT_DOSE-END> to <Anatomical_site-START> point A <Anatomical_site-END> with cesium-137 , with 30 to 35 Gy delivered to point A 30 Gy to point A for a total dose of 75 Gy 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy . The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed . 1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4
None	of 40 Gy to point A given in 1 to 2 fractions for a total dose of <RT_DOSE-START> 81 Gy <RT_DOSE-END> to point A with cesium-137 , with 30 to 35 Gy delivered to <Anatomical_site-START> point A <Anatomical_site-END> 30 Gy to point A for a total dose of 75 Gy 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy . The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed . 1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4
None	of 40 Gy to point A given in 1 to 2 fractions for a total dose of <RT_DOSE-START> 81 Gy <RT_DOSE-END> to point A with cesium-137 , with 30 to 35 Gy delivered to point A 30 Gy to <Anatomical_site-START> point A <Anatomical_site-END> for a total dose of 75 Gy 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy . The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed . 1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4
None	of 40 Gy to point A given in 1 to 2 fractions for a total dose of <RT_DOSE-START> 81 Gy <RT_DOSE-END> to point A with cesium-137 , with 30 to 35 Gy delivered to point A 30 Gy to point A for a total dose of 75 Gy 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy . The last 5.4 Gy of the 50.4 Gy is limited to the <Anatomical_site-START> tumor bed <Anatomical_site-END> . 1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4
None	of 40 Gy to <Anatomical_site-START> point A <Anatomical_site-END> given in 1 to 2 fractions for a total dose of 81 Gy to point A with cesium-137 , with 30 to <RT_DOSE-START> 30 to 35 Gy <RT_DOSE-END> delivered to point A 30 Gy to point A for a total dose of 75 Gy 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy . The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed . 1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4 Gy total
None	of 40 Gy to point A given in 1 to 2 fractions for a total dose of 81 Gy to <Anatomical_site-START> point A <Anatomical_site-END> with cesium-137 , with 30 to <RT_DOSE-START> 30 to 35 Gy <RT_DOSE-END> delivered to point A 30 Gy to point A for a total dose of 75 Gy 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy . The last 5.4 Gy of the 50.4 Gy is limited to the tumor bed . 1.8 Gy fractions x 25 fractions for an initial dose of 45 Gy , which is followed by a 1.8 Gy x 3 fraction ( 5.4 Gy total
